EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Y_N
118,"Melissa Taylor",32,No,"Travel Frequently",353,Sales,9,2,Marketing,1,2,Female,2012-05-26,41,2,5,"Sales Executive",1,Married,19103,13300,3,NULL,No,21,3,3,80,1,14,0,3,12,11,2,6,0
2483,"Linda Clark",44,No,"Travel Frequently",1191,"Research and Development",4,2,"Technical Degree",1,4,Female,2022-04-08,37,1,3,"Research Scientist",3,Married,n/a,3425,0,NULL,Yes,12,3,1,80,0,24,2,3,2,2,2,0,0
9608,"James Taylor",23,No,"Travel Rarely",1308,Sales,6,2,Marketing,1,1,Male,2024-07-07,68,3,2,Manager,3,Single,4496,26962,7,NULL,No,12,3,3,80,1,1,2,3,0,0,0,0,0
5811,"Charles Hill",18,Yes,"Travel Frequently",637,Sales,8,4,"Life Science",1,3,Male,2024-04-13,74,4,2,"Sales Executive",3,Single,5967,10994,5,NULL,No,12,3,3,80,2,0,5,2,0,0,0,0,1
1771,"Sarah Ramirez",60,No,"Travel Rarely",368,"Research and Development",6,3,"Life Science",1,3,Female,1989-04-14,90,2,5,"Laboratory Technician",4,Single,19965,4180,3,NULL,No,12,3,3,80,0,38,2,3,35,3,31,0,0
5667,"Jennifer Nguyen",39,No,"Travel Rarely",144,"Research and Development",4,3,Medical,1,3,Female,2013-03-21,72,3,5,"Research Scientist",4,Married,18608,19445,1,NULL,No,12,3,3,80,2,18,1,3,11,2,0,10,0
4080,"Jeffrey Brown",49,Yes,"Travel Rarely",676,"Research and Development",1,2,Medical,1,3,Male,2024-04-11,47,3,4,"Healthcare Representative",4,Married,13982,14377,2,NULL,Yes,19,3,3,80,2,28,3,4,0,0,0,0,1
7661,"Kevin Scott",25,No,"Travel Rarely",459,"Research and Development",6,3,"Technical Degree",1,3,Missing,2023-05-16,46,3,2,Manager,3,Married,6473,6926,5,NULL,No,13,3,2,80,0,6,2,4,1,0,0,1,0
1316,"Gary Allen",35,No,"Travel Rarely",1055,"Research and Development",1,2,Medical,1,3,Male,2024-03-29,73,3,3,"Research Scientist",3,Married,8402,22536,4,NULL,No,11,3,3,80,2,17,6,1,0,0,0,0,0
2895,"Andrew Scott",35,No,"Travel Rarely",599,"Research and Development",1,3,"Technical Degree",1,4,Male,2019-10-09,64,1,4,"Laboratory Technician",4,Divorced,13419,22295,4,NULL,No,12,3,2,80,3,14,2,3,5,1,0,0,0
9429,"Timothy Scott",29,No,"Travel Rarely",1053,Sales,1,1,Other,1,4,Male,2024-10-22,45,3,4,"Sales Executive",4,Married,15416,9572,2,NULL,No,15,3,1,80,0,8,2,2,0,0,0,0,0
4260,"Michael King",57,No,"Travel Rarely",178,Sales,29,2,Marketing,1,2,Male,2013-10-07,43,3,3,"Sales Executive",4,Single,9088,21489,2,NULL,No,22,4,3,80,0,36,2,4,11,10,1,7,0
549,"Patricia Wilson",39,No,"Travel Rarely",404,"Research and Development",1,2,Medical,1,4,Female,2021-02-01,76,3,3,"Research Scientist",3,Married,8844,23636,4,NULL,No,16,3,4,80,0,19,4,3,3,0,1,3,0
7110,"George Nguyen",24,No,"No Travel",1291,"Research and Development",4,4,"Life Science",1,1,Male,2023-04-21,61,3,2,Manager,3,Divorced,5945,4526,6,NULL,No,21,3,2,80,2,2,2,2,1,1,0,1,0
5062,"Kenneth Taylor",55,No,"No Travel",1417,Sales,1,3,"Technical Degree",1,1,Male,2018-10-31,46,4,4,"Sales Executive",3,Married,15023,18488,4,NULL,Yes,23,3,3,80,1,37,1,2,6,3,0,2,0
5219,"Steven Thomas",19,No,"Travel Frequently",558,Sales,8,1,Other,1,4,Male,2024-06-17,83,2,1,"Sales Executive",3,Married,2953,23555,2,NULL,No,17,3,2,80,1,0,1,3,0,0,0,0,0
8067,"Mark Thompson",38,No,"Travel Rarely",543,"Research and Development",29,2,"Life Science",1,1,Male,2012-02-24,80,4,4,"Manufacturing Director",3,Single,13764,3346,4,NULL,No,20,3,1,80,1,18,4,4,12,2,12,9,0
5980,"Kevin Garcia",33,Yes,"No Travel",855,Sales,6,4,Marketing,1,2,Male,2019-11-24,89,3,3,"Sales Executive",1,Single,7497,19058,3,NULL,Yes,14,3,4,80,0,14,2,1,5,0,1,1,1
5503,"John White",29,No,"Travel Frequently",1217,Sales,7,4,Marketing,1,3,Male,2022-06-17,67,3,3,"Sales Executive",3,Single,8581,9825,5,NULL,Yes,21,3,4,80,1,10,3,3,2,0,2,0,0
6277,"Sharon Allen",45,No,"Travel Rarely",139,Sales,11,2,"Technical Degree",1,3,Female,2017-10-28,36,2,3,"Sales Representative",2,Single,8717,23561,2,NULL,Yes,19,3,3,80,1,26,2,4,7,7,3,7,0
4583,"Jacob Harris",39,No,"Travel Rarely",1149,"Research and Development",-2,4,"Life Science",1,2,Male,2021-09-11,41,1,4,Manager,4,Married,13312,3873,2,NULL,No,11,4,2,80,2,21,2,3,3,1,0,2,0
5818,"Jennifer Young",41,Yes,"Travel Rarely",700,"Research and Development",17,2,"Technical Degree",1,3,Female,2012-11-24,70,1,5,"Laboratory Technician",1,Married,19999,26437,4,NULL,No,14,4,3,80,1,22,2,2,12,7,4,5,1
9729,"Jeffrey Wright",26,No,"Travel Rarely",1281,"Research and Development",11,3,"Technical Degree",1,1,Male,2021-04-21,57,2,2,"Manufacturing Director",4,Divorced,6901,5613,2,NULL,No,12,3,1,80,0,4,1,3,3,1,0,1,0
9123,"Joshua Anderson",18,Yes,"Travel Rarely",531,"Research and Development",1,3,"Life Science",1,3,Male,2024-08-05,77,2,1,"Healthcare Representative",1,Married,2221,17412,3,NULL,Yes,15,3,1,80,1,0,2,3,0,0,0,0,1
7489,"Lisa Jackson",35,No,"Travel Rarely",1360,"Research and Development",16,5,Marketing,1,2,Female,2009-01-19,44,3,4,"Laboratory Technician",3,Married,14583,23240,1,NULL,NULL,14,3,2,80,1,15,2,3,15,0,6,14,0
8072,"Daniel Rodriguez",23,No,"Travel Rarely",1252,"Research and Development",27,3,"Technical Degree",1,1,Male,2022-07-12,69,2,2,"Research Scientist",3,Divorced,5309,17387,2,NULL,Yes,15,3,4,80,1,2,3,2,2,0,0,0,0
3513,"Jeffrey Lewis",42,No,"Travel Frequently",1240,"Research and Development",15,3,Medical,1,4,Male,2010-05-15,99,3,3,"Healthcare Representative",1,Divorced,7622,20527,3,NULL,Yes,16,3,4,80,1,22,0,3,14,3,13,2,0
2588,"James Davis",25,No,"Travel Frequently",916,"Research and Development",6,5,NULL,1,3,Male,2022-04-13,77,3,2,"Research Scientist",4,Single,4323,8261,2,NULL,No,20,3,1,80,3,3,5,3,2,1,2,0,0
3435,"Stephanie Thompson",43,No,"Travel Rarely",879,"Human Resources",2,3,"Human Resources",1,1,Female,2018-11-29,65,2,4,"Human Resources",4,Single,13128,8450,1,NULL,No,18,3,3,80,0,23,3,3,6,1,2,6,0
434,"Mark Allen",42,No,"Travel Rarely",1185,"Research and Development",14,2,"Life Science",1,2,Male,2015-10-27,68,3,5,"Laboratory Technician",4,Divorced,19999,3311,2,NULL,No,12,3,3,80,0,21,2,3,9,2,2,0,0
1488,"Timothy Robinson",48,No,"Travel Frequently",355,"Research and Development",3,3,"Life Science",1,1,Male,2008-03-01,81,3,3,"Laboratory Technician",2,Divorced,7530,6999,3,NULL,No,23,3,3,80,0,28,3,3,16,11,0,9,0
9077,"Margaret Thompson",32,Missing,"Travel Rarely",289,Sales,1,2,Marketing,1,1,Female,2020-10-16,45,3,5,"Sales Executive",3,Married,16837,24262,1,NULL,No,13,4,2,80,1,12,4,3,4,1,3,4,NULL
8162,"Rebecca White",46,No,"Travel Frequently",869,"Human Resources",8,3,"Life Science",1,4,Female,2022-01-15,85,2,5,Manager,2,Single,19999,13681,2,NULL,No,20,3,2,80,1,25,3,2,2,2,0,0,0
8986,"Rebecca Hill",35,No,"Travel Rarely",239,"Research and Development",7,4,"Life Science",1,1,Female,2011-01-26,57,2,3,"Manufacturing Director",3,Married,6756,14537,3,NULL,No,17,3,3,80,0,15,3,3,13,11,8,0,0
9320,"Paul Moore",39,No,"Travel Rarely",1036,"Research and Development",5,4,Medical,1,4,Male,2011-03-08,49,3,4,"Laboratory Technician",4,Divorced,15636,23427,4,NULL,No,16,3,3,80,1,17,4,3,13,1,10,4,0
2935,"Stephanie Brown",41,No,"Travel Frequently",1414,Sales,1,3,NULL,1,4,Female,2001-04-20,41,3,3,"Sales Executive",2,Single,7953,18450,5,NULL,Yes,14,4,4,80,0,23,1,3,23,13,18,11,0
73,"Jacob Rodriguez",44,Yes,"No Travel",1200,"Research and Development",5,2,"Life Science",1,3,Male,2002-01-27,73,3,3,"Research Scientist",4,Single,7320,7837,1,NULL,Yes,24,3,2,80,1,23,0,3,22,0,3,11,1
4043,"George Wright",32,Yes,"Travel Rarely",432,"Research and Development",8,5,"Technical Degree",1,3,Male,2021-12-29,58,1,3,"Research Scientist",3,Missing,7193,13737,7,NULL,No,20,3,2,80,1,11,2,3,3,0,2,1,1
3219,"Jacob Smith",31,No,"No Travel",1194,"Research and Development",2,2,Medical,1,1,Male,2017-11-14,33,4,3,"Research Scientist",4,Married,7720,8603,4,NULL,No,22,3,2,80,1,10,3,2,7,4,5,6,0
7721,"George Flores",33,No,"No Travel",168,"Research and Development",16,1,"Life Science",1,1,Male,2021-02-04,65,2,3,"Research Director",4,Divorced,9258,14882,3,NULL,No,22,3,3,80,2,15,2,2,3,3,1,3,0
7130,"Margaret Thompson",32,No,"Travel Rarely",1123,"Research and Development",22,4,"Technical Degree",1,4,Female,2018-02-03,35,4,3,"Manufacturing Director",3,Single,6411,3180,4,NULL,No,17,4,4,80,0,12,4,3,6,5,2,3,0
8352,"George Nguyen",51,No,"Travel Rarely",1306,"Research and Development",1,2,Medical,1,4,Male,2022-03-22,89,2,5,"Healthcare Representative",2,Single,14769,3217,3,NULL,No,18,3,1,80,0,33,3,3,2,0,0,2,0
6697,"David White",36,No,"Travel Rarely",1287,"Human Resources",9,1,"Human Resources",1,2,Male,2006-04-13,82,2,3,"Human Resources",4,Married,7410,26660,2,NULL,No,24,3,4,80,0,18,5,2,18,14,5,15,0
3161,"Steven Thomas",18,No,"Travel Frequently",1446,"Research and Development",3,5,"Technical Degree",1,3,Missing,2024-06-29,34,2,1,"Healthcare Representative",2,Married,3733,23988,1,NULL,No,13,3,3,80,0,0,5,3,0,0,0,0,0
8177,"Thomas Flores",47,No,"Travel Rarely",946,"Research and Development",1,4,Medical,1,1,Male,2013-09-24,48,3,5,"Research Scientist",3,Single,19999,21218,2,NULL,No,17,3,1,80,0,27,3,2,11,6,7,7,0
5441,"Sarah Sanchez",33,No,"Travel Rarely",243,"Research and Development",-3,4,"Life Science",1,3,Female,2010-10-20,83,3,3,"Laboratory Technician",4,Married,10660,24932,0,NULL,No,17,3,2,80,0,15,3,2,14,9,8,1,0
4739,"Joseph Perez",32,No,"Travel Rarely",310,Sales,1,3,Other,1,3,Male,2017-08-28,41,2,3,"Sales Executive",3,Married,9562,7700,5,NULL,No,18,3,4,80,1,11,5,3,7,4,5,0,0
7373,"Andrew Martinez",42,No,"No Travel",704,"Research and Development",28,3,"Life Science",1,4,Male,2018-10-29,30,2,3,"Research Scientist",4,Married,7657,7931,4,NULL,No,11,3,3,80,0,21,1,3,6,0,4,0,0
5080,"Jacob Brown",47,No,"No Travel",1080,"Research and Development",1,3,"Life Science",1,4,Male,2002-05-01,65,3,4,"Laboratory Technician",4,Married,18659,13288,1,NULL,No,16,4,3,80,0,28,1,2,22,16,10,14,0
3043,"Carol Harris",39,No,"Travel Rarely",1164,Sales,6,3,Other,1,3,Female,2019-01-12,75,2,3,"Sales Representative",1,Single,2841,9440,4,NULL,No,16,3,4,80,3,20,4,3,5,0,0,5,0
5117,"Ronald Young",43,Yes,"No Travel",444,"Research and Development",2,2,Marketing,1,4,Male,2008-06-05,77,3,5,"Research Scientist",2,Married,17972,10281,4,NULL,Yes,12,3,3,80,1,24,2,3,16,8,5,5,1
6740,"James Perez",42,No,"Travel Rarely",374,"Research and Development",3,3,"Life Science",1,1,Male,2018-08-14,84,3,3,"Research Scientist",3,Divorced,7847,9297,0,NULL,No,19,3,4,80,0,21,2,4,6,0,1,2,0
2378,"Laura Wright",32,No,"Travel Rarely",1383,"Research and Development",9,2,"Life Science",1,1,Female,2010-06-15,70,3,3,"Manufacturing Director",4,Married,5060,3637,4,NULL,No,24,3,4,80,1,14,2,2,14,8,7,10,0
9735,"Steven Anderson",54,Yes,"Travel Frequently",742,"Research and Development",9,4,"Life Science",1,2,Male,2005-08-21,74,3,4,"Manufacturing Director",3,Single,12250,24694,1,NULL,No,17,4,3,80,0,33,6,1,19,19,2,1,1
6790,"Matthew Young",48,No,"Travel Rarely",330,"Human Resources",10,4,"Human Resources",1,2,Male,2011-08-22,72,3,3,"Human Resources",2,Missing,9479,21298,2,NULL,No,19,3,3,80,1,30,2,3,13,3,10,5,0
7945,"Michael Walker",36,Yes,"Travel Rarely",529,"Research and Development",7,4,Other,1,3,Male,2016-12-27,68,4,3,"Laboratory Technician",4,Married,9814,4014,6,NULL,Yes,13,3,2,80,0,14,2,3,8,2,3,5,1
8996,"Mark Wright",53,Yes,"Travel Rarely",419,Sales,3,3,Marketing,1,4,Male,2003-01-21,71,3,4,"Sales Representative",3,Divorced,15962,3860,6,NULL,Yes,18,3,2,80,0,33,5,4,21,15,6,4,1
4192,"Susan Thomas",42,Yes,"No Travel",194,"Research and Development",6,4,"Life Science",1,3,Female,2012-05-25,58,3,5,"Laboratory Technician",3,Divorced,16434,5016,0,NULL,No,19,3,3,80,0,20,4,2,12,7,0,2,1
3440,"Sharon Ramirez",26,No,"Travel Rarely",277,"Research and Development",4,5,"Technical Degree",1,3,Female,2018-09-02,98,3,2,"Research Scientist",1,Single,4993,4998,0,NULL,No,14,3,1,80,2,6,5,3,6,1,0,6,0
1559,"Paul Sanchez",NULL,Yes,"Travel Rarely",766,"Research and Development",29,3,"Technical Degree",1,3,Male,2021-06-11,62,3,4,"Research Scientist",3,Married,14802,19748,1,NULL,Yes,17,3,4,80,1,16,2,3,3,2,0,1,1
6676,"Joshua Martin",31,No,"Travel Frequently",685,Sales,6,3,"Technical Degree",1,3,Male,2019-08-31,89,3,4,"Sales Representative",1,Single,15289,4153,7,NULL,Yes,13,3,4,80,1,11,2,2,5,4,0,4,0
3340,"Sharon Thomas",44,No,"Travel Frequently",282,Sales,7,4,"Human Resources",1,2,Female,2020-11-17,45,2,5,"Sales Executive",4,Married,19999,17494,2,NULL,No,19,4,1,80,1,26,1,2,4,0,1,3,0
3192,"Michael Williams",37,Yes,"Travel Rarely",1348,Sales,25,3,Medical,1,3,Male,2014-05-11,68,2,3,"Sales Executive",2,Married,7370,7165,3,NULL,Yes,18,3,3,80,0,17,4,3,10,7,3,6,1
779,"William Sanchez",21,No,"Travel Rarely",902,Sales,1,4,"Technical Degree",1,3,Male,2023-09-04,46,2,2,"Sales Representative",4,Divorced,4737,20841,0,NULL,No,18,3,2,80,2,2,5,3,1,0,0,0,0
4957,"Richard Hill",30,Yes,"Travel Rarely",824,"Research and Development",3,5,"Life Science",1,2,Male,2023-07-08,84,3,4,"Research Scientist",2,Single,11334,10531,7,NULL,Yes,19,3,3,80,0,8,0,3,1,0,0,1,1
8626,"Donna Moore",27,No,"Travel Rarely",1463,"Research and Development",1,3,Other,1,3,Female,2019-11-10,97,3,1,"Healthcare Representative",2,Divorced,2869,2170,3,NULL,Yes,21,3,3,80,0,5,2,3,5,0,3,3,0
8145,"James White",57,No,"No Travel",897,"Human Resources",5,3,"Human Resources",1,3,Male,1997-02-06,95,3,5,"Human Resources",4,Married,19999,12069,3,NULL,No,12,3,4,80,1,35,2,3,27,0,10,7,0
4827,"Thomas Johnson",30,No,"Travel Rarely",1149,"Research and Development",16,5,Medical,1,2,Male,2020-11-06,48,2,2,"Research Scientist",3,Divorced,6067,7125,4,NULL,No,22,4,4,80,0,8,0,3,4,1,3,4,0
8740,"Andrew Martinez",42,Yes,"Travel Rarely",1066,Sales,2,2,"Technical Degree",1,3,Male,2021-01-17,40,3,3,"Sales Executive",2,Single,8961,6658,5,NULL,Yes,23,3,4,80,1,20,1,3,3,2,2,3,1
934,"Richard Jackson",35,Yes,"Travel Rarely",609,"Research and Development",NULL,5,"Technical Degree",1,3,Male,2008-05-10,97,3,3,"Research Scientist",1,Divorced,8814,17930,6,NULL,No,20,3,4,80,0,17,3,1,16,11,4,1,1
6817,"James Thompson",33,No,"Travel Rarely",735,"Research and Development",1,3,Marketing,1,3,Male,2013-11-01,34,3,4,Manager,2,Single,15189,11789,3,NULL,No,13,4,2,80,0,15,4,3,11,8,7,1,0
6231,"Daniel Jackson",43,No,"Travel Rarely",525,"Research and Development",2,3,"Life Science",1,4,Male,2023-05-11,59,3,5,"Research Scientist",3,Single,Unknown,6628,2,NULL,No,18,3,4,80,2,21,2,3,1,1,0,0,0
6947,"Jacob Lee",35,No,"Travel Rarely",655,"Research and Development",1,5,Medical,1,2,Male,2007-12-08,74,3,5,"Laboratory Technician",4,Married,19999,5395,1,NULL,Yes,20,3,2,80,0,17,5,3,17,10,4,10,0
5324,"Rebecca Robinson",41,No,"Travel Rarely",1038,Sales,2,5,Missing,1,2,Female,2011-06-28,42,4,4,"Sales Executive",1,Single,15490,13521,2,NULL,No,17,4,4,80,0,21,0,3,13,5,9,2,0
3321,"Robert Martin",21,No,"Travel Rarely",1364,"Research and Development",14,3,"Technical Degree",1,3,Male,2024-12-19,75,4,2,Manager,1,Divorced,4516,23054,1,NULL,No,22,4,2,80,2,0,1,3,0,0,0,0,0
6940,"Matthew Garcia",37,No,"Travel Rarely",640,"Research and Development",11,3,"Life Science",1,3,Male,2022-08-29,39,3,5,"Research Scientist",3,Divorced,16193,25333,2,NULL,No,21,3,3,80,1,19,5,3,2,1,1,1,0
9365,"Lisa Walker",49,No,"Travel Rarely",440,"Research and Development",4,4,Medical,1,3,Female,2002-05-25,62,3,5,"Laboratory Technician",3,Divorced,16407,14014,2,NULL,No,13,3,4,80,0,29,3,2,22,10,20,10,0
8165,"John Clark",27,No,"Travel Rarely",1143,Sales,1,4,Other,1,1,Male,2024-05-16,76,2,3,"Sales Executive",3,Married,8743,19774,3,NULL,No,14,3,3,80,1,9,2,4,0,0,0,0,0
8435,"Mark Gonzalez",38,Yes,"Travel Rarely",477,Sales,1,3,"Life Science",1,3,Male,2021-10-18,37,2,4,"Sales Executive",4,Married,7769,3378,0,NULL,No,13,3,4,80,0,16,2,3,3,2,0,1,1
7670,"William Williams",24,No,"Travel Rarely",1174,"Research and Development",8,1,"Technical Degree",1,2,Male,2023-08-30,91,3,2,"Research Scientist",4,Single,Unknown,11507,1,NULL,No,13,3,3,80,1,2,2,2,1,1,0,0,0
4675,"Barbara Robinson",54,No,"Travel Frequently",1343,"Research and Development",7,5,"Life Science",1,4,Female,2001-01-10,70,2,4,"Laboratory Technician",2,Married,13319,10447,1,NULL,No,14,3,4,80,1,36,4,2,23,6,6,1,0
2710,"Jeffrey Davis",38,Yes,"Travel Rarely",1461,"Research and Development",15,3,Missing,1,3,Male,2012-04-10,82,4,4,"Laboratory Technician",3,Single,15215,20486,3,NULL,No,18,4,1,80,0,16,2,3,12,12,6,10,1
729,"Jeffrey Williams",47,No,"Travel Rarely",1282,"Research and Development",13,3,Other,1,4,Male,2014-01-06,90,1,3,"Laboratory Technician",3,Single,9670,5658,3,NULL,No,14,3,2,80,0,29,2,3,10,7,10,7,0
7063,"Ashley Brown",47,No,"Travel Rarely",565,"Research and Development",NULL,4,Medical,1,1,Female,2008-11-08,95,1,4,Manager,4,Married,14675,10905,3,NULL,No,15,3,4,80,0,26,2,4,16,4,13,13,0
594,"Gary Jones",48,Yes,"Travel Rarely",121,"Research and Development",19,2,"Life Science",1,3,Male,2013-03-22,79,2,3,"Healthcare Representative",1,Divorced,10833,10831,2,NULL,Yes,20,3,4,80,1,28,1,2,11,5,0,1,1
5195,"Thomas Wright",53,No,"Travel Rarely",595,Sales,25,3,Other,1,4,Male,2020-03-31,69,3,5,"Sales Executive",3,Married,17147,24503,2,NULL,No,23,3,4,80,0,34,3,2,4,3,3,1,0
2661,"Nancy Hernandez",50,No,"Travel Rarely",511,"Research and Development",20,3,"Life Science",1,2,Female,1996-03-07,62,3,5,"Research Director",2,Married,14584,19457,4,NULL,No,20,3,1,80,3,30,3,3,28,26,11,4,0
5316,"James Harris",55,No,"Travel Rarely",186,"Research and Development",21,5,Medical,1,4,Male,2018-07-19,89,3,4,"Research Director",4,Single,12462,5493,1,NULL,No,14,3,4,80,2,37,5,4,6,4,2,0,0
2324,"Margaret Nguyen",27,No,"Travel Rarely",437,"Human Resources",16,3,"Technical Degree",1,3,Female,2023-04-27,48,4,2,"Human Resources",3,Single,6267,8700,1,NULL,No,22,4,4,80,1,5,5,4,1,0,1,1,0
6598,"Kevin Scott",39,No,"Travel Frequently",150,Sales,8,3,Marketing,1,3,Male,2015-06-07,66,4,4,"Sales Representative",3,Married,13754,9561,4,NULL,Yes,21,3,1,80,1,20,1,2,9,1,9,5,0
1525,"James Thomas",30,Yes,"Travel Rarely",902,"Research and Development",4,3,"Technical Degree",1,4,Missing,2021-07-10,97,2,4,"Laboratory Technician",1,Married,11321,5049,4,NULL,Yes,22,3,1,80,0,8,5,3,3,2,1,1,1
8962,"Sharon Anderson",39,Yes,"Travel Frequently",899,"Human Resources",18,3,Other,1,2,Female,2012-03-25,54,2,4,"Human Resources",4,Married,12480,6992,2,NULL,No,18,3,4,80,1,20,5,4,12,3,2,12,1
8985,"Joshua Thomas",43,No,"Travel Frequently",710,"Research and Development",2,2,Marketing,1,4,Male,NULL,44,3,4,"Laboratory Technician",3,Divorced,15028,20709,0,NULL,Yes,15,4,4,80,1,22,0,3,8,4,7,5,0
6308,"Gary Lopez",27,No,"Travel Rarely",608,"Research and Development",9,3,Medical,1,4,Male,2024-03-29,64,3,2,"Research Scientist",4,Married,5492,9588,5,NULL,Yes,15,3,3,80,2,5,0,3,0,0,0,0,0
9086,"Brian King",43,Yes,"Travel Frequently",497,NULL,24,3,Medical,1,4,Missing,2020-10-21,82,3,3,"Laboratory Technician",4,Married,6030,17179,4,NULL,Yes,13,3,2,80,1,21,2,3,4,0,4,4,1
4634,"John Martin",40,No,"Travel Rarely",624,"Research and Development",29,2,Medical,1,4,Male,2020-05-11,46,3,3,"Research Scientist",3,Single,8598,18119,2,NULL,Yes,15,3,3,80,1,19,3,2,4,1,4,4,0
7369,"Matthew Harris",55,No,"Travel Rarely",1397,Sales,7,3,Marketing,1,4,Male,2018-11-03,65,3,3,"Sales Executive",2,Single,8018,16617,5,NULL,No,12,3,3,80,2,34,0,2,6,0,2,5,0
2987,"Jennifer Jones",40,No,"Travel Frequently",447,"Human Resources",1,3,"Technical Degree",1,2,Female,2005-08-12,38,3,3,"Human Resources",3,Divorced,11769,10447,1,NULL,Yes,23,3,4,80,1,21,4,2,19,13,18,5,0
8459,"Jessica Flores",20,No,"Travel Frequently",1422,"Research and Development",2,3,"Life Science",1,4,Female,2022-01-09,63,3,1,"Research Director",3,Married,2244,7686,7,NULL,No,22,3,1,80,1,2,1,3,2,0,2,1,0
6891,"Ronald Robinson",51,No,"Travel Rarely",429,"Research and Development",9,3,"Life Science",1,4,Male,2002-12-05,74,3,3,"Research Scientist",1,Divorced,8135,10363,3,NULL,No,13,3,3,80,0,32,3,3,22,6,0,17,0
3858,"Cynthia Nguyen",46,No,"Travel Frequently",1339,"Research and Development",9,3,Other,1,4,Female,1998-03-25,65,3,5,"Research Scientist",1,Single,16782,12046,2,NULL,No,23,3,1,80,0,27,2,4,26,14,24,11,0
3420,"Rebecca King",33,No,"Travel Rarely",928,"Research and Development",6,4,Marketing,1,2,Female,2018-05-11,86,3,5,"Healthcare Representative",2,Divorced,14372,25726,0,NULL,Yes,23,3,2,80,0,14,3,2,6,5,6,4,0
4688,"Anthony Anderson",41,No,Missing,225,"Research and Development",2,3,"Life Science",1,1,Male,2011-08-23,88,4,3,"Research Scientist",3,Divorced,8319,19632,3,NULL,No,16,3,3,80,2,21,6,4,13,9,7,6,0
8022,"Nancy Nguyen",32,No,"Travel Frequently",454,"Research and Development",5,4,"Life Science",1,3,Female,2015-09-11,99,2,3,"Laboratory Technician",4,Married,6825,19731,5,NULL,No,11,3,2,80,2,10,5,2,9,0,3,1,0
8393,"Jennifer Wilson",18,No,"Travel Rarely",362,"Research and Development",11,5,"Life Science",1,3,Female,2024-11-12,37,4,2,"Manufacturing Director",4,Divorced,5472,25172,2,NULL,No,12,4,4,80,3,0,0,2,0,0,0,0,0
3669,"Jason Jackson",18,No,"Travel Rarely",569,"Research and Development",2,3,"Life Science",1,4,Male,2024-05-29,90,3,1,"Laboratory Technician",3,Married,2870,9815,2,NULL,Yes,12,3,3,80,1,0,0,2,0,0,0,0,0
1913,"Laura Gonzalez",36,No,"Travel Rarely",959,Sales,13,3,Marketing,1,1,Female,2023-08-26,99,1,4,"Sales Executive",4,Divorced,13967,25746,6,NULL,Yes,22,3,3,80,0,16,2,3,1,1,0,1,0
1290,"Andrew Hill",31,No,NULL,1361,"Research and Development",15,3,"Life Science",1,3,Male,2022-03-30,71,4,3,"Research Scientist",2,Divorced,8650,22053,3,NULL,No,17,3,4,80,1,9,1,4,2,1,2,2,0
598,"Deborah Harris",26,No,"Travel Rarely",479,Sales,16,3,"Life Science",1,3,Female,2021-12-15,83,3,3,"Sales Executive",1,Divorced,9120,25350,2,NULL,No,19,3,2,80,0,6,6,3,3,1,2,0,0
5288,"Mark Wright",39,No,"Travel Rarely",940,Sales,-4,4,"Technical Degree",1,1,Male,2020-09-25,79,3,4,"Sales Executive",1,Married,7618,5988,2,NULL,No,18,3,1,80,3,20,4,3,4,4,1,3,0
1854,"Jeffrey Martinez",50,No,"Travel Rarely",746,"Research and Development",3,3,"Life Science",1,2,Male,1996-10-07,56,2,5,"Research Scientist",4,Married,16432,10704,3,NULL,Yes,20,3,3,80,2,29,3,2,28,8,17,12,0
2518,"Anthony Flores",27,Yes,"Travel Frequently",1462,"Research and Development",7,3,"Life Science",1,2,Male,2022-07-22,55,1,4,"Healthcare Representative",1,Single,8009,4125,0,NULL,No,19,3,4,80,0,7,1,3,2,2,1,1,1
7779,"Robert Williams",38,No,"No Travel",218,"Research and Development",3,4,Medical,1,3,Male,2007-06-15,94,3,3,"Healthcare Representative",4,Divorced,13563,26266,2,NULL,No,11,3,3,80,1,18,2,3,17,3,1,10,0
8628,"Rebecca Walker",31,No,"Travel Rarely",157,Sales,2,2,Other,1,3,Female,2018-01-09,61,3,3,"Sales Executive",4,Missing,8793,2921,2,NULL,No,12,3,3,80,0,12,2,3,6,0,2,6,0
