EmployeeNumber,EmployeeName,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HireDate,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
3083,Paul Taylor,21,No,Travel_Frequently,1485,Research & Development,14,4,Technical Degree,1,4,Male,14/03/2024,53,4,1,Research Scientist,2,Married,"3,193",3050,5,Y,Yes,21,3,2,80,1,0,2,2,0,0,0,0
8258,Ryan Anderson,35,No,Travel_Rarely,469,Research & Development,10,2,Medical,1,3,Male,2017-12-04,42,4,4,Laboratory Technician,3,Married,13508,2523,2,Y,NO,23,3,4,80,0,17,3,3,7,1,6,2
7084,Donna Martin,47,No,Travel_Rarely,889,Sales,9,2,Life Sciences,1,2,Female,12/09/2017,99,4,3,Sales Executive,4,Divorced,$7145.00,4114,5,Y,No,13,3,3,80,1,26,3,3,7,3,6,5
683,Carol Martin,25,No,TRAVEL_RARELY,234,Research & Development,2,3,Life Sciences,1,4,Female,09-Apr-2024,52,3,1,Manufacturing Director,4,Single,N/A,5537,3,Y,No,17,3,2,80,0,3,3,3,0,0,0,0
4020,Linda Allen,51,No,Travel_Rarely,1085,SALES,5,1,technical degree,1,1,Female,"May 31, 2009",53,3,3,Sales Representative,3,Single,8596,14735,3,Y,No,15,3,3,80,1,30,5,3,15,3,15,11
9193,brian garcia,39,No,Travel_Rarely,825,SALES,17,1,Marketing,1,1,Male,12/02/2023,36,3,4,Sales Executive,4,Divorced,"$17,646",15629,4,Y,No,15,3,4,80,0,18,2,2,1,0,1,1
2662,Jeffrey Torres,46,No,Travel_Rarely,723,RESEARCH & DEVELOPMENT,5,4,Medical,1,4,Male,1996-10-18,98,1,3,Research Scientist,4,Married,10910,17045,5,Y,No,20,3,2,80,0,28,1,2,28,12,15,18
535,  Ronald Allen  ,44.0,No,Travel_Rarely,1106,Sales,2,3,MARKETING,1,2,male,2010-01-21,56,2,3,Sales Representative,4,-,8085,5149,2,Y,No,24,3,4,80,1,24,4,3,14,0,13,8
1307,Laura Robinson,43,No,Non-Travel,844,RESEARCH & DEVELOPMENT,5,4,Technical Degree,1,2,Female,2006-03-02,62,3,4,Research Scientist,4,Divorced,9619,22747,0,Y,Yes,14,3,1,80,2,25,5,2,18,2,12,18
3009,Sarah Flores,51,No,Non-Travel,369,Human Resources,17,4,Med,1,4,Female,04/29/2008,77,2,4,Human Resources,2,Married,10554,6776,3,Y,No,24,3,4,80,1,30,3,3,16,1,0,11
936,Mary Thompson,38,No,Travel_Rarely,411,Sales,7,3,Technical Degree,1,3,Female,05/02/2012,44,1,3,Sales Executive,2,Married,"9,504",13444,2,Y,No,18,3,1,80,1,19,6,4,12,10,5,1
434,Mark Allen,42.0,No,Travel_Rarely,1185,Research & Development,14,2,Life Sciences,1,2,Male,2015-10-27,68,3,5,Laboratory Technician,4,Divorced ,19999,3311,2,Y,NO,12,3,3,80,0,21,2,3,9,2,2,0
7857,RICHARD WILSON,44,No,Travel Rarely,419,Research & Development,7,3,Technical Degree,1,1,Male,2003-08-06,72,2,4,Manufacturing Director,4,Single,13580,12719,0,Y,NO,15,3,3,80,1,25,2,3,21,4,11,20
118,Melissa Taylor,32.0,No,Travel_Frequently,353,Sales,9,2,Marketing,1,2,FEMALE,05/26/2012,41,2,5,Sales Executive,1,Married,19103,13300,3,Y,No,21,3,3,80,1,14,0,3,12,11,2,6
2483,Linda Clark,44,No,TRAVEL_FREQUENTLY,1191,Research & Development,4,2,Technical Degree,1,4,Female,2022-04-08,37,1,3,Research Scientist,3,Married,n/a,3425,0,Y,Yes,12,3,1,80,0,24,2,3,2,2,2,0
9608,James Taylor,23,No,Travel_Rarely,1308, Sales,6,2,Marketing,1,1,Male,07/07/2024,68,3,2,Manager,3,single,"$4,496",26962,7,Y,No,12,3,3,80,1,1,2,3,0,0,0,0
5811,Charles Hill,18,Yes,Travel_Frequently,637,Sales,8,4,Life Sciences,1,3, Male,"April 13, 2024",74,4,2,Sales Executive,3,Single,5967,10994,5,Y,No,12,3,3,80,2,0,5,2,0,0,0,0
1771,Sarah Ramirez,60,No,Travel_Rarely,368,RESEARCH & DEVELOPMENT,6,3,Life Sciences,1,3,FEMALE,14/04/1989,90,2,5,Laboratory Technician,4,Single,19965,4180,3,Y,No,12,3,3,80,0,38,2,3,35,3,31,0
5667,JENNIFER NGUYEN,39,No,Travel_Rarely,144,RESEARCH & DEVELOPMENT,4,3,Medical,1,3,Female,"March 21, 2013",72,3,5,Research Scientist,4,Married,"$18,608",19445,1,Y,no,12,3,3,80,2,18,1,3,11,2,0,10
9349,  Ryan Nguyen  ,43,No,Travel_Rarely,$763,Research & Development,1,4,Life Sciences,1,4,Male,06/03/2001,66,3,4,Laboratory Technician,3,Single,$11544.00,8203,4,Y,no,16,3,3,80,1,24,3,1,23,14,17,0
4080,Jeffrey Brown,49,Yes,Travel_Rarely,676,Research & Development,1,2,MEDICAL,1,3,male,04/11/2024,47,3,4,Healthcare Representative,4,Married,13982,14377,2,Y,Y,19,3,3,80,2,28,3,4,0,0,0,0
7661,Kevin Scott,25,No,Travel_Rarely,459,Research & Development,6,3,Technical Degree,1,3,?,05/16/2023,46,3,2,Manager,3,Married,"$6,473",6926,5,Y,No,13,3,2,80,0,6,2,4,1,0,0,1
1316,Gary Allen,35,No,TRAVEL_RARELY,1055,Research & Development,1,2,Medical,1,3,M,2024-03-29,73,3,3,Research Scientist,3,Married,"8,402",22536,4,Y,0,11,3,3,80,2,17,6,1,0,0,0,0
2895,Andrew Scott,35,No,Travel_Rarely,599,Research & Development,1,3,Technical Degree,1,4,Male,"October 09, 2019",64,1,4,Laboratory Technician,4,Divorced,"$13,419",22295,4,Y,No,12,3,2,80,3,14,2,3,5,1,0,0
6695,Lisa Nguyen,43,Yes,travel_rarely,$171,n/a,24,2,Life Sciences,1,4,female,26/05/2022,70,2,4,Manufacturing Director,1,married,"$13,284",4770,3,Y,No,11,3,1,80,2,21,6,3,2,0,1,0
9429,Timothy Scott,29,No,Travel_Rarely,1053,Sales,1,1,Other,1,4,Male,22-Oct-2024,45,3,4,Sales Executive,4,Married,15416,9572,2,Y,0,15,3,1,80,0,8,2,2,0,0,0,0
4260,Michael King,57,No,Travel_Rarely,178,Sales,29,2,Mktg,1,2,Male,10/07/2013,43,3,3,Sales Executive,4,Single,"$9,088",21489,2,Y,No,22,4,3,80,0,36,2,4,11,10,1,7
549,Patricia Wilson,39,No,Travel_Rarely,404,Research & Development,1,2,medical,1,4,Female,2021-02-01,76,3,3,Research Scientist,3,Married,$8844.00,23636,4,Y,N,16,3,4,80,0,19,4,3,3,0,1,3
7110,George Nguyen,24,No,Non-Travel,1291,Research & Development,4,4,LIFE SCIENCES,1,1,male,21-Apr-2023,61,3,2,Manager,3,Divorced,"$5,945",4526,6,Y,No,21,3,2,80,2,2,2,2,1,1,0,1
5062,Kenneth Taylor,55,No,No Travel,1417,Sales,1,3,Technical Degree,1,1,Male,2018-10-31,46,4,4,Sales Executive,3,Married,15023,18488,4,Y,Yes,23,3,3,80,1,37,1,2,6,3,0,2
6648,George Smith,41,No,Travel_Rarely,727,Research & Development,NA,3,Technical Degree,1,4,Male,2009-11-20,80,3,3,Manager,1,Divorced,"7,669",13561,1,Y,No,17,3,4,80,0,22,5,3,15,0,15,3
5219,Steven Thomas,19,No,Travel_Frequently,558,Sales,8,1,Other,1,4, Male,"June 17, 2024",83,2,1,Sales Executive,3,married,2953,23555,2,Y,No,17,3,2,80,1,0,1,3,0,0,0,0
8067,Mark Thompson,38,No,Travel_Rarely,543,R&D,29,2,Life Science,1,1,M,2012-02-24,80,4,4,Manufacturing Director,3,single,$13764.00,3346,4,Y,No,20,3,1,80,1,18,4,4,12,2,12,9
4306,Emily Miller,42,No,Travel_Rarely,$989,Sales,4,4,Life Sciences,1,4,female,11/03/2008,55,3,3,Sales Representative,4,Married,9629,22010,2,Y,No,11,3,2,80,2,21,2,3,16,2,12,1
5980,Kevin Garcia,33,Yes,Non-Travel,855,SALES,6,4,Marketing,1,2,Male,11/24/2019,89,3,3,Sales Executive,1,Single,"7,497",19058,3,Y,Yes,14,3,4,80,0,14,2,1,5,0,1,1
5503,John White,29,No,Travel_Frequently,1217,Sales,7,4,Marketing,1,3,Male,17-Jun-2022,67,3,3,Sales Executive,3,Single,8581,9825,5,Y,Yes,21,3,4,80,1,10,3,3,2,0,2,0
6277,Sharon Allen,45,No,Travel_Rarely,139,Sales,11,2,Tech Degree,1,3,Female,2017-10-28,36,2,3,Sales Representative,2,Single,$8717.00,23561,2,Y,1,19,3,3,80,1,26,2,4,7,7,3,7
6180,James Taylor,42,No,Non-Travel,$583,Research & Development,4,2,Technical Degree,1,2,Male,07-Oct-2004,92,2,3,Healthcare Representative,4,Maried,11160,16675,3,Y,YES,17,4,2,80,0,22,1,3,20,12,0,2
4583,Jacob Harris,39,No,Travel_Rarely,1149,Research & Development,-2,4,Life Sciences,1,2,MALE,"September 11, 2021",41,1,4,Manager,4,Married,$13312.00,3873,2,Y,No,11,4,2,80,2,21,2,3,3,1,0,2
5818,Jennifer Young,41,Yes,Travel_Rarely,700,Research & Development,17,2,Technical Degree,1,3,Female,24-Nov-2012,70,1,5,Laboratory Technician,1,Married,"$19,999",26437,4,Y,No,14,4,3,80,1,22,2,2,12,7,4,5
9729,Jeffrey Wright,26,No,Travel Rarely,1281,Research & Development,11,3,Technical Degree,1,1,Male,2021-04-21,57,2,2,Manufacturing Director,4,Divorcd,$6901.00,5613,2,Y,No,12,3,1,80,0,4,1,3,3,1,0,1
9123,Joshua Anderson,18,Yes,Travel Rarely,531,research & development,1,3,Life Sciences,1,3,Male,05-Aug-2024,77,2,1,Healthcare Representative,1,Married,"$2,221",17412,3,Y,Yes,15,3,1,80,1,0,2,3,0,0,0,0
7489,Lisa Jackson,35,No,Travel_Rarely,1360,Research & Development,16,5,Mktg,1,2,Female,2009-01-19,44,3,4,Laboratory Technician,3,MARRIED,"$14,583",23240,1,Y,,14,3,2,80,1,15,2,3,15,0,6,14
8072,Daniel Rodriguez,23,No,Travel_Rarely,1252,Research & Development,27,3,Technical Degree,1,1,Male,2022-07-12,69,2,2,Research Scientist,3,Divorcd,"5,309",17387,2,Y,Y,15,3,4,80,1,2,3,2,2,0,0,0
3513,Jeffrey Lewis,42,No,Travel_Frequently,1240,Research & Development,15,3,Medical,1,4,M,2010-05-15,99,3,3,Healthcare Representative,1,Divorced,"7,622",20527,3,Y,Yes,16,3,4,80,1,22,0,3,14,3,13,2
2588,James Davis,25,No,Travel_Frequently,916,Research & Development,6,5,NA,1,3,Male,2022-04-13,77,3,2,Research Scientist,4,SINGLE,4323,8261,2,Y,No,20,3,1,80,3,3,5,3,2,1,2,0
5511,Jessica Sanchez,39,Yes,Travel_Frequently,$1345,RESEARCH & DEVELOPMENT,2,3,Life Sciences,1,4, Female,"November 23, 2020",45,2,3,Laboratory Technician,1,Single,8499,21793,4,Y,Yes,13,3,3,80,0,18,2,2,4,1,4,3
3435,STEPHANIE THOMPSON,43,No,Travel_Rarely,879,human resources,2,3,human resources,1,1,Female,2018-11-29,65,2,4,Human Resources,4,Single,13128,8450,1,Y,No,18,3,3,80,0,23,3,3,6,1,2,6
434,Mark Allen,42.0,No,Travel_Rarely,1185,Research & Development,14,2,Life Sciences,1,2,Male,2015-10-27,68,3,5,Laboratory Technician,4,Divorced ,19999,3311,2,Y,NO,12,3,3,80,0,21,2,3,9,2,2,0
1488,Timothy Robinson,48,No,Travel_Frequently,355,Research & Development,3,3,Life Sciences,1,1,Male,03/01/2008,81,3,3,Laboratory Technician,2,Divorced ,7530,6999,3,Y,No,23,3,3,80,0,28,3,3,16,11,0,9
9077,Margaret Thompson,32,Unknown,TRAVEL_RARELY,289, Sales,1,2,Marketing,1,1,Female,10/16/2020,45,3,5,Sales Executive,3,Married,"$16,837",24262,1,Y,NO,13,4,2,80,1,12,4,3,4,1,3,4
8162,Rebecca White,46,No,Travel_Frequently,869,HUMAN RESOURCES,8,3,Life Sciences,1,4,Female,15-Jan-2022,85,2,5,Manager,2,single,19999,13681,2,Y,No,20,3,2,80,1,25,3,2,2,2,0,0
8986,Rebecca Hill,35,No,Travel_Rarely,239,Research & Development,7,4,LIFE SCIENCES,1,1,Female,2011-01-26,57,2,3,Manufacturing Director,3,Married,"$6,756",14537,3,Y,No,17,3,3,80,0,15,3,3,13,11,8,0
9320,Paul Moore,39,No,Travel_Rarely,1036,R&D,5,4,Medical,1,4,Male,03/08/2011,49,3,4,Laboratory Technician,4,Divorced,"$15,636",23427,4,Y,No,16,3,3,80,1,17,4,3,13,1,10,4
6115,Elizabeth Wright,54,No,TRAVEL_RARELY,1127,Sales,3,2,Tech Degree,1,3,Female,2009-04-13,48,4,3,Sales Executive,3,single,8969,25143,?,Y,no,20,3,4,80,0,34,2,3,15,12,15,9
2935,Stephanie Brown,41,No,Travel_Frequently,1414,Sales,1,3,,1,4,female,04/20/2001,41,3,3,Sales Executive,2,Single,$7953.00,18450,5,Y,Yes,14,4,4,80,0,23,1,3,23,13,18,11
2018,Jacob Hill,42,No,Travel Frequently,$1061,Research & Development,17,4,Marketing,1,4,M,08/15/2006,88,3,4,Research Scientist,3,MARRIED,"$13,746",13364,3,Y,no,16,3,4,80,1,21,4,3,18,3,3,7
73,Jacob Rodriguez,44,Yes,Non-Travel,1200,Research & Development,5,2,Life Sciences,1,3,Male,27/01/2002,73,3,3,Research Scientist,4,Single,7320,7837,1,Y,Yes,24,3,2,80,1,23,0,3,22,0,3,11
4043,George Wright,32,Yes,Travel_Rarely,432,Research & Development,8,5,Technical Degree,1,3,Male,2021-12-29,58,1,3,Research Scientist,3,N/A,"7,193",13737,7,Y,N,20,3,2,80,1,11,2,3,3,0,2,1
3219,Jacob Smith,31,No,Non-Travel,1194,Research & Development,2,2,MEDICAL,1,1,Male,11/14/2017,33,4,3,Research Scientist,4,Married,7720,8603,4,Y,No,22,3,2,80,1,10,3,2,7,4,5,6
7721,George Flores,33,No,Non-Travel,168,Research & Development,16,1,Life Sciences,1,1, Male,02/04/2021,65,2,3,Research Director,4,divorced,"9,258",14882,3,Y,No,22,3,3,80,2,15,2,2,3,3,1,3
7130,Margaret Thompson,32,No,Travel_Rarely,1123,Research & Development,22,4,technical degree,1,4,Female,02/03/2018,35,4,3,Manufacturing Director,3,Single,$6411.00,3180,4,Y,No,17,4,4,80,0,12,4,3,6,5,2,3
8352,george nguyen,51,No,Travel_Rarely,1306,Research & Development,1,2,Medical,1,4,M,22/03/2022,89,2,5,Healthcare Representative,2,Single,$14769.00,3217,3,Y,No,18,3,1,80,0,33,3,3,2,0,0,2
6697,David White,36,No,travel_rarely,1287,Human Resources,9,1,Human Resources,1,2,Male,04/13/2006,82,2,3,Human Resources,4,Married,7410,26660,2,Y,No,24,3,4,80,0,18,5,2,18,14,5,15
3161,Steven Thomas,18,No,Travel_Frequently,1446,Research & Development,3,5,Technical Degree,1,3,NULL,06/29/2024,34,2,1,Healthcare Representative,2,Married,"3,733",23988,1,Y,no,13,3,3,80,0,0,5,3,0,0,0,0
8177,Thomas Flores,47,No,Travel_Rarely,946,Research & Development,1,4,medical,1,1,Male,24/09/2013,48,3,5,Research Scientist,3,Single,"19,999",21218,2,Y,No,17,3,1,80,0,27,3,2,11,6,7,7
5441,Sarah Sanchez,33,No,Travel Rarely,243,Research & Development,-3,4,Life Sciences,1,3,Female,10/20/2010,83,3,3,Laboratory Technician,4,Married,10660,24932,0,Y,No,17,3,2,80,0,15,3,2,14,9,8,1
4739,Joseph Perez,32,No,Travel_Rarely,310,Sales,1,3,Other,1,3,Male,28/08/2017,41,2,3,Sales Executive,3,Married,"9,562",7700,5,Y,No,18,3,4,80,1,11,5,3,7,4,5,0
7373,Andrew Martinez,42,No,Non-Travel,704,Research & Development,28,3,life sciences,1,4,MALE,10/29/2018,30,2,3,Research Scientist,4,Maried,7657,7931,4,Y,N,11,3,3,80,0,21,1,3,6,0,4,0
5080,Jacob Brown,47,No,No Travel,1080,Research & Development,1,3,Life Sciences,1,4,Male,2002-05-01,65,3,4,Laboratory Technician,4,Married,"$18,659",13288,1,Y,0,16,4,3,80,0,28,1,2,22,16,10,14
3043,Carol Harris,39,No,Travel_Rarely,1164,Sales,6,3,Other,1,3,Female,01/12/2019,75,2,3,Sales Representative,1,Single,2841,9440,4,Y,No,16,3,4,80,3,20,4,3,5,0,0,5
5117,Ronald Young,43,Yes,Non-Travel,444,Research and Development,2,2,Marketing,1,4,Male,06/05/2008,77,3,5,Research Scientist,2,Married,"17,972",10281,4,Y,Yes,12,3,3,80,1,24,2,3,16,8,5,5
6740,James Perez,42,No,Travel_Rarely,374,Research & Development,3,3,Life Sciences,1,1,Male,2018-08-14,84,3,3,Research Scientist,3,Divorced,$7847.00,9297,0,Y,No,19,3,4,80,0,21,2,4,6,0,1,2
2378,Laura Wright,32,No,Travel_Rarely,1383,Research & Development,9,2,Life Sciences,1,1,Female,15-Jun-2010,70,3,3,Manufacturing Director,4,Married,5060,3637,4,Y,N,24,3,4,80,1,14,2,2,14,8,7,10
9735,  Steven Anderson  ,54,Yes,Travel_Frequently,742,Research & Development,9,4,Life Sciences,1,2,Male,08/21/2005,74,3,4,Manufacturing Director,3,Single,12250,24694,1,Y,N,17,4,3,80,0,33,6,1,19,19,2,1
6790,Matthew Young,48,No,Travel_Rarely,330,HR,10,4,HR,1,2,male,08/22/2011,72,3,3,Human Resources,2,-,$9479.00,21298,2,Y,No,19,3,3,80,1,30,2,3,13,3,10,5
9091,Gary Anderson,,No,Travel_Rarely,780,Human Resources,16,5,life sciences,1,1,M,28-Jul-2024,55,4,1,Human Resources,3,Married,3138,14417,5,Y,Yes,18,3,4,80,0,0,2,3,0,0,0,0
7945,Michael Walker,36,Yes,Travel_Rarely,529,Research & Development,7,4,Other,1,3,Male,27-Dec-2016,68,4,3,Laboratory Technician,4,Married,9814,4014,6,Y,Yes,13,3,2,80,0,14,2,3,8,2,3,5
8996,Mark Wright,53,Yes,Travel_Rarely,419,Sales,3,3,MARKETING,1,4,Male,01/21/2003,71,3,4,Sales Representative,3,Divorced,$15962.00,3860,6,Y,Yes,18,3,2,80,0,33,5,4,21,15,6,4
4192,Susan Thomas,42,Yes,Non-Travel,194,Research & Development,6,4,Life Sciences,1,3,Female,2012-05-25,58,3,5,Laboratory Technician,3,Divorced,"$16,434",5016,0,Y,0,19,3,3,80,0,20,4,2,12,7,0,2
3440,Sharon Ramirez,26.0,No,Travel Rarely,277,Research & Development,4,5,technical degree,1,3,Female,09/02/2018,98,3,2,Research Scientist,1,Single,"4,993",4998,0,Y,No,14,3,1,80,2,6,5,3,6,1,0,6
1559,Paul Sanchez,NULL,Yes,Travel Rarely,766,Research & Development,29,3,Technical Degree,1,3,male,"June 11, 2021",62,3,4,Research Scientist,3, Married,14802,19748,1,Y,YES,17,3,4,80,1,16,2,3,3,2,0,1
6676,Joshua Martin,31,No,Travel Frequently,685,Sales,6,3,Technical Degree,1,3,M,31/08/2019,89,3,4,Sales Representative,1,Single,15289,4153,7,Y,Yes,13,3,4,80,1,11,2,2,5,4,0,4
3340,Sharon Thomas,44,No,Travel_Frequently,282,Sales,7,4,human resources,1,2,Female,17/11/2020,45,2,5,Sales Executive,4,Married,19999,17494,2,Y,No,19,4,1,80,1,26,1,2,4,0,1,3
3192,Michael Williams,37,Yes,Travel_Rarely,1348,Sales,25,3,Medical,1,3,male,05/11/2014,68,2,3,Sales Executive,2,Married,7370,7165,3,Y,Yes,18,3,3,80,0,17,4,3,10,7,3,6
779,William Sanchez,21,No,Travel_Rarely,902,Sales ,1,4,Technical Degree,1,3,Male,2023-09-04,46,2,2,Sales Representative,4,Divorced,4737,20841,0,Y,No,18,3,2,80,2,2,5,3,1,0,0,0
4957,Richard Hill,30,Yes,Travel_Rarely,824,Research and Development,3,5,Life Sciences,1,2,MALE,2023-07-08,84,3,4,Research Scientist,2,single,11334,10531,7,Y,Yes,19,3,3,80,0,8,0,3,1,0,0,1
8626,Donna Moore,27,No,Travel_Rarely,1463,Research & Development,1,3,other,1,3, Female,11/10/2019,97,3,1,Healthcare Representative,2,Divorced,$2869.00,2170,3,Y,Yes,21,3,3,80,0,5,2,3,5,0,3,3
8145,James White,57,No,Non-Travel,897,Human Resources,5,3,Human Resources,1,3,MALE,02/06/1997,95,3,5,Human Resources,4,Married,"19,999",12069,3,Y,No,12,3,4,80,1,35,2,3,27,0,10,7
4827,Thomas Johnson,30,No,Travel_Rarely,1149,Research & Development,16,5,Medical,1,2,Male,2020-11-06,48,2,2,Research Scientist,3,DIVORCED,6067,7125,4,Y,0,22,4,4,80,0,8,0,3,4,1,3,4
8740,Andrew Martinez,42,Yes,Travel Rarely,1066,sales,2,2,Technical Degree,1,3,M,2021-01-17,40,3,3,Sales Executive,2,Single,8961,6658,5,Y,Yes,23,3,4,80,1,20,1,3,3,2,2,3
934,richard jackson,35,Yes,Travel Rarely,609,Research & Development,NULL,5,Technical Degree,1,3,Male,2008-05-10,97,3,3,Research Scientist,1,Divorced,"8,814",17930,6,Y,No,20,3,4,80,0,17,3,1,16,11,4,1
5557,Charles Miller,39,No,Non-Travel,,Research & Development,2,1,Marketing,1,1,M,2023-03-19,62,4,3,Manager,2,Divorced,"10,236",18975,4,Y,No,22,3,3,80,0,19,3,3,1,0,1,0
6817,James Thompson,33,No,Travel Rarely,735,Research and Development,1,3,Marketing,1,3,Male,11/01/2013,34,3,4,Manager,2,Single,15189,11789,3,Y,0,13,4,2,80,0,15,4,3,11,8,7,1
6231,Daniel Jackson,43,No,Travel_Rarely,525,Research & Development,2,3,Life Science,1,4,Male,05/11/2023,59,3,5,Research Scientist,3,Single,Unknown,6628,2,Y,No,18,3,4,80,2,21,2,3,1,1,0,0
6947,Jacob Lee,35,No,Travel_Rarely,655,Research & Development,1,5,Medical,1,2,Male,"December 08, 2007",74,3,5,Laboratory Technician,4,Maried,"19,999",5395,1,Y,Yes,20,3,2,80,0,17,5,3,17,10,4,10
5324,rebecca robinson,41,No,Travel_Rarely,1038,Sales,2,5,?,1,2,F,06/28/2011,42,4,4,Sales Executive,1,Single,15490,13521,2,Y,No,17,4,4,80,0,21,0,3,13,5,9,2
3321,Robert Martin,21,No,Travel_Rarely,1364,Research & Development,14,3,Technical Degree,1,3,Male,19/12/2024,75,4,2,Manager,1,Divorced,4516,23054,1,Y,No,22,4,2,80,2,0,1,3,0,0,0,0
349,Rebecca Nguyen,-,Yes,Travel_Rarely,203,Research & Development,29,4,Life Sciences,1,1,female,03/30/2023,57,4,3,Research Director,1,Divorced,$7100.00,7229,1,Y,NO,11,3,2,80,0,8,5,4,1,0,1,1
6940,Matthew Garcia,37,No,Travel_Rarely,640,Research & Development,11,3,LIFE SCIENCES,1,3,Male,29/08/2022,39,3,5,Research Scientist,3,Divorced,16193,25333,2,Y,No,21,3,3,80,1,19,5,3,2,1,1,1
9365,  Lisa Walker  ,49,No,Travel_Rarely,440,Research & Development,4,4,Medical,1,3,Female,05/25/2002,62,3,5,Laboratory Technician,3,Divorced,16407,14014,2,Y,No,13,3,4,80,0,29,3,2,22,10,20,10
8165,John Clark,27,No,Travel_Rarely,1143,Sales,1,4,Other,1,1,Male,16/05/2024,76,2,3,Sales Executive,3,Married,"8,743",19774,3,Y,No,14,3,3,80,1,9,2,4,0,0,0,0
8360,Richard Lewis,unknown,No,travel_rarely,1044,Human Resources,28,4,Human Resources,1,3, Male,06-Nov-2009,60,3,3,Human Resources,4,Single,8725,4292,4,Y,No,11,3,1,80,1,26,1,4,15,6,15,11
8435,Mark Gonzalez,38,Yes,Travel_Rarely,477,Sales,1,3,Life Sciences,1,3,Male,18-Oct-2021,37,2,4,Sales Executive,4,Married,7769,3378,0,Y,No,13,3,4,80,0,16,2,3,3,2,0,1
7670,William Williams,24,No,Travel_Rarely,1174,Research & Development,8,1,Technical Degree,1,2,Male,30-Aug-2023,91,3,2,Research Scientist,4,Single,Unknown,11507,1,Y,No,13,3,3,80,1,2,2,2,1,1,0,0
4208,  Joseph Wilson  ,45,Yes,Travel_Rarely,399,Sales,29,4,Marketing,1,1,Male,12/30/2014,40,3,5,Sales Executive,4,Single,16019,22572,unknown,Y,Yes,14,3,2,80,0,24,4,1,10,4,0,3
4675,Barbara Robinson,54,No,Travel_Frequently,1343,Research & Development,7,5,Life Sciences,1,4,Female,10-Jan-2001,70,2,4,Laboratory Technician,2,Married,"$13,319",10447,1,Y,No,14,3,4,80,1,36,4,2,23,6,6,1
2710,Jeffrey Davis,38,Yes,Travel_Rarely,1461,Research & Development,15,3,?,1,3,Male,04/10/2012,82,4,4,Laboratory Technician,3,Single,15215,20486,3,Y,No,18,4,1,80,0,16,2,3,12,12,6,10
9005,Susan Rodriguez,37,No,travel_frequently,$865,Research & Development,10,3,Med,1,3,female,"November 26, 2024",56,1,3,Healthcare Representative,2,unknown,"6,637",6938,1,Y,N,14,3,2,80,0,16,0,2,0,0,0,0
729,Jeffrey Williams,47,No,TRAVEL_RARELY,1282,Research & Development,13,3,Other,1,4,Male,"January 06, 2014",90,1,3,Laboratory Technician,3,Single,9670,5658,3,Y,No,14,3,2,80,0,29,2,3,10,7,10,7
7063,Ashley Brown,47,No,Travel_Rarely,565,Research & Development,NULL,4,Medical,1,1,Female,11/08/2008,95,1,4,Manager,4,Married,"$14,675",10905,3,Y,No,15,3,4,80,0,26,2,4,16,4,13,13
594,Gary Jones,48,Yes,Travel_Rarely,121,research & development,19,2,LIFE SCIENCES,1,3,Male,2013-03-22,79,2,3,Healthcare Representative,1,Divorcd,"10,833",10831,2,Y,Yes,20,3,4,80,1,28,1,2,11,5,0,1
5195,Thomas Wright,53,No,Travel Rarely,595,Sales ,25,3,OTHER,1,4,Male,31-Mar-2020,69,3,5,Sales Executive,3,Married,$17147.00,24503,2,Y,No,23,3,4,80,0,34,3,2,4,3,3,1
2661,nancy hernandez,50.0,No,Travel_Rarely,511,R&D,20,3,Life Sciences,1,2,female,03/07/1996,62,3,5,Research Director,2,married,14584,19457,4,Y,No,20,3,1,80,3,30,3,3,28,26,11,4
5316,James Harris,55,No,Travel_Rarely,186,Research & Development,21,5,medical,1,4,male,2018-07-19,89,3,4,Research Director,4,Single,"12,462",5493,1,Y,no,14,3,4,80,2,37,5,4,6,4,2,0
2324,Margaret Nguyen,27,No,Travel_Rarely,437,HUMAN RESOURCES,16,3,Technical Degree,1,3,Female,"April 27, 2023",48,4,2,Human Resources,3,Single,6267,8700,1,Y,No,22,4,4,80,1,5,5,4,1,0,1,1
6598,Kevin Scott,39,No,TRAVEL_FREQUENTLY,150,SALES,8,3,Marketing,1,3,Male,07-Jun-2015,66,4,4,Sales Representative,3,Married,13754,9561,4,Y,Yes,21,3,1,80,1,20,1,2,9,1,9,5
1525,James Thomas,30,Yes,TRAVEL_RARELY,902,Research & Development,4,3,Technical Degree,1,4,?,2021-07-10,97,2,4,Laboratory Technician,1,Married,"11,321",5049,4,Y,Yes,22,3,1,80,0,8,5,3,3,2,1,1
8962,Sharon Anderson,39,Yes,Travel_Frequently,899,Human Resources,18,3,Other,1,2,F,03/25/2012,54,2,4,Human Resources,4,Married,12480,6992,2,Y,No,18,3,4,80,1,20,5,4,12,3,2,12
